# English lemma observations — DERIVED DATA, see ATTRIBUTION.md
# reference: Stanford CoreNLP 4.5.10 lemma annotator (Morpha)
# generated: 2026-08-21T14:35:12.274882Z  tokens=272154  rawObservations=272154  aggregated=181750
# format: word, prevLemma, nextLemma, lemma, count ; '-' = sentence edge ; lemmas/words as CoreNLP emitted them
# word	prevLemma	nextLemma	lemma	count
.	"	-	.	36
|	|	g3	|	2
G3	|	|	g3	2
|	g3	checkpoint	|	2
Checkpoint	|	recovery	checkpoint	2
recovery	checkpoint	incomplete	recovery	2
incomplete	recovery	—	incomplete	2
—	incomplete	clear	—	2
clears	—	precede	clear	2
preceding	clear	snapshot	precede	2
snapshots	precede	,	snapshot	2
,	snapshot	never	,	2
never	,	hydrate	never	2
hydrates	never	from	hydrate	2
from	hydrate	tree	from	2
tree	from	|	tree	2
|	tree	`	|	7
`	|	jobrepository.recover	`	2
JobRepository.recover	`	(	jobrepository.recover	2
(	jobrepository.recover	)	(	2
now	`	have	now	2
has	now	`	have	2
`	have	verifyandhydratetree	`	2
verifyAndHydrateTree	`	(	verifyandhydratetree	2
(	verifyandhydratetree	cid	(	2
cid	(	)	cid	26
)	cid	`	)	13
`	)	(	`	13
`	(	JobRepository.kt	`	2
JobRepository.kt	`	:	JobRepository.kt	2
:	JobRepository.kt	79	:	2
79	:	-	79	2
-	79	98	-	2
98	-	`	98	2
`	98	)	`	2
)	`	which	)	2
which	)	walk	which	2
walks	which	`	walk	2
`	walk	btreenode.internal	`	2
BTreeNode.Internal	`	`	btreenode.internal	2
`	btreenode.internal	/	`	2
`	/	Leaf	`	2
Leaf	`	`	Leaf	2
`	Leaf	,	`	2
,	`	fetch	,	2
fetches	,	each	fetch	2
each	fetch	snapshot	each	2
snapshot	each	cid	snapshot	2
CID	snapshot	from	cid	2
from	cid	CAS	from	2
CAS	from	,	CAS	5
,	CAS	decode	,	2
decodes	,	via	decode	2
via	decode	`	via	2
`	via	canonicalcbor.decodejobsnapshot	`	2
CanonicalCbor.decodeJobSnapshot	`	`	canonicalcbor.decodejobsnapshot	2
`	canonicalcbor.decodejobsnapshot	,	`	2
,	`	and	,	21
and	,	insert	and	2
inserts	and	into	insert	2
into	insert	`	into	2
`	into	recoveredSnapshots	`	2
recoveredSnapshots	`	`	recoveredSnapshots	2
`	recoveredSnapshots	.	`	2
**	|	close	**	4
CLOSED	**	,	close	4
`	concepts.md	recovery	`	2
recovery	`	prose	recovery	2
prose	recovery	be	prose	2
is	prose	accurate	be	4
accurate	be	.	accurate	2
.	accurate	-	.	2
|	|	g4	|	2
G4	|	|	g4	2
|	g4	Stringpool	|	2
Stringpool	|	document	Stringpool	2
documented	Stringpool	but	document	2
but	document	file	but	2
file	but	-	file	2
-	file	back	-	2
backed	-	backing	back	2
backing	back	be	backing	2
is	backing	simulate	be	2
simulated	be	;	simulate	2
;	simulate	wal	;	2
WAL	;	logger	wal	2
logger	wal	durability	logger	2
durability	logger	overstate	durability	2
overstated	durability	|	overstate	2
|	overstate	`	|	2
`	|	FileBackedStringpool	`	2
FileBackedStringpool	`	`	FileBackedStringpool	2
`	FileBackedStringpool	(	`	2
`	(	stringpool.kt	`	2
Stringpool.kt	`	:	stringpool.kt	2
:	stringpool.kt	18	:	2
18	:	-	18	2
-	18	49	-	2
49	-	`	49	2
`	49	)	`	2
)	`	now	)	2
now	)	have	now	2
has	now	a	have	6
a	have	real	a	2
real	a	`	real	3
`	real	init	`	2
init	`	`	init	2
`	init	block	`	2
block	`	:	block	2
:	block	`	:	2
`	:	fileops.exists	`	2
fileOps.exists	`	(	fileops.exists	2
(	fileops.exists	location	(	2
location	(	)	location	2
)	location	`	)	2
`	)	→	`	40
`	→	readallbyte	`	2
readAllBytes	`	`	readallbyte	2
`	readallbyte	→	`	2
→	`	frame	→	2
frame	→	-	frame	2
-	frame	walk	-	2
walk	-	with	walk	2
with	walk	`	with	2
`	with	iscorrupt	`	2
isCorrupted	`	`	iscorrupt	2
`	iscorrupt	flag	`	2
flag	`	.	flag	2
.	flag	-	.	5
`	-	reactorlogger.kt	`	2
ReactorLogger.kt	`	:	reactorlogger.kt	2
:	reactorlogger.kt	60	:	2
60	:	`	60	2
`	60	now	`	2
now	`	call	now	2
calls	now	`	call	2
`	call	durableappendlog	`	2
durableAppendLog	`	?	durableappendlog	4
?	durableappendlog	-	?	4
.	-	-	.	67
flush	-	(	flush	4
(	flush	)	(	4
`	)	.	`	27
**	-	recovery	**	2
Recovery	**	-	recovery	2
-	recovery	on	-	4
on	-	-	on	17
-	on	open	-	4
open	-	be	open	2
is	open	real	be	2
real	be	;	real	5
;	real	append	;	4
append	;	path	append	2
path	append	and	path	2
and	path	mmap	and	2
mmap	and	/	mmap	2
/	mmap	wal	/	2
WAL	/	block	wal	2
block	wal	be	block	2
are	block	still	be	2
still	be	aspirational	still	2
aspirational	still	.	aspirational	2
.	aspirational	-	.	5
|	|	g5	|	2
G5	|	|	g5	2
|	g5	view	|	2
View	|	-	view	2
-	view	server	-	2
server	-	runtime	server	2
runtime	server	fork	runtime	2
forks	runtime	into	fork	2
into	fork	two	into	2
two	into	incompatible	two	2
incompatible	two	api	incompatible	2
APIs	incompatible	(	api	2
(	api	`	(	3
`	(	addfunction	`	2
addFunction	`	`	addfunction	2
`	addfunction	type	`	2
typed	`	vs	type	2
vs	type	`	vs	2
`	vs	addtool	`	2
addTool	`	`	addtool	2
`	addtool	raw	`	2
raw	`	-	raw	2
-	raw	json	-	4
JSON	-	)	json	2
)	json	|	)	2
|	)	`	|	25
`	|	src	`	13
/	src	viewservercommonmain	/	2
viewServerCommonMain	/	`	viewservercommonmain	2
`	viewservercommonmain	,	`	2
,	`	`	,	535
`	,	src	`	13
/	src	viewserverjsmain	/	2
viewServerJsMain	/	`	viewserverjsmain	2
`	viewserverjsmain	,	`	2
/	src	viewserverjvmmain	/	2
viewServerJvmMain	/	`	viewserverjvmmain	2
`	viewserverjvmmain	**	`	2
**	`	do	**	2
do	**	not	do	2
not	do	exist	not	3
exist	not	on	exist	2
on	exist	disk	on	3
disk	on	**	disk	2
**	disk	.	**	2
.	**	-	.	8
`	-	rg	`	2
rg	`	addtool	rg	2
addTool	rg	src	addtool	2
src	addtool	`	src	2
`	src	→	`	2
→	`	0	→	2
0	→	hit	0	3
hits	0	.	hit	2
.	hit	-	.	2
Only	-	the	only	3
the	only	common	the	2
common	the	`	common	2
`	common	CommonViewServer	`	2
CommonViewServer	`	`	CommonViewServer	3
`	CommonViewServer	+	`	3
`	+	CouchDbCascadeTool	`	3
CouchDbCascadeTool	`	`	CouchDbCascadeTool	3
`	CouchDbCascadeTool	path	`	2
path	`	remain	path	2
remains	path	.	remain	2
.	remain	-	.	4
`	-	build.gradle.kts	`	2
build.gradle.kts	`	:	build.gradle.kts	12
:	build.gradle.kts	27	:	2
27	:	`	27	2
`	27	still	`	2
still	`	set	still	2
sets	still	`	set	2
`	set	viewservernodeslice	`	2
viewServerNodeSlice	`	=	viewservernodeslice	4
=	viewservernodeslice	false	=	4
false	=	`	false	4
`	false	as	`	2
as	`	a	as	6
a	as	dead	a	2
dead	a	flag	dead	4
flag	dead	.	flag	2
**	-	the	**	22
The	**	duplicate	the	2
duplicate	the	raw	duplicate	2
raw	duplicate	-	raw	2
JSON	-	fork	json	2
fork	json	be	fork	2
was	fork	delete	be	2
deleted	be	from	delete	2
from	delete	the	from	2
the	from	tree	the	2
tree	the	.	tree	3
.	tree	-	.	24
|	|	g6	|	2
G6	|	|	g6	2
|	g6	build	|	2
Build	|	section	build	2
section	build	command	section	2
commands	section	not	command	2
not	command	executable	not	2
executable	not	;	executable	2
;	executable	serializer	;	2
serializer	;	contract	serializer	4
contract	serializer	violate	contract	2
violated	contract	(	violate	2
(	violate	commonmain	(	2
commonMain	(	have	commonmain	2
has	commonmain	`	have	2
`	have	kotlinx	`	2
kotlinx	`	-	kotlinx	15
-	kotlinx	serialization	-	22
serialization	-	-	serialization	20
-	serialization	json	-	15
json	-	`	json	7
`	json	directly	`	2
directly	`	)	directly	2
)	directly	|	)	2
`	|	.	`	8
compileKotlinJvm	gradlew	compilekotlinmaco	compilekotlinjvm	4
compileKotlinMacos	compilekotlinjvm	compilekotlinj	compilekotlinmaco	2
compileKotlinJs	compilekotlinmaco	compilekotlinwasmj	compilekotlinj	2
compileKotlinWasmJs	compilekotlinj	`	compilekotlinwasmj	2
`	compilekotlinwasmj	→	`	2
**	successful	.	**	2
`	-	kotlinx	`	2
`	json	still	`	2
still	`	a	still	2
a	still	direct	a	2
direct	a	`	direct	2
`	direct	commonmain	`	2
commonMain	`	`	commonmain	28
`	commonmain	dependency	`	5
dependency	`	(	dependency	5
(	dependency	`	(	2
`	(	build.gradle.kts	`	7
:	build.gradle.kts	146	:	2
146	:	`	146	2
`	146	)	`	2
)	`	.	)	47
**	-	all	**	2
All	**	four	all	2
four	all	target	four	4
targets	four	compile	target	4
compile	target	;	compile	4
;	compile	serializer	;	4
contract	serializer	violation	contract	2
violation	contract	be	violation	2
is	violation	the	be	2
the	be	actual	the	2
actual	the	enforced	actual	2
enforced	actual	state	enforced	2
state	enforced	.	state	2
.	state	-	.	20
|	|	n1	|	3
N1	|	|	n1	3
|	n1	high	|	2
HIGH	|	:	high	4
:	high	`	:	2
`	:	ForgeAppState	`	2
ForgeAppState	`	`	ForgeAppState	14
`	ForgeAppState	dto	`	7
DTO	`	family	dto	7
family	dto	delete	family	2
deleted	family	,	delete	2
,	delete	`	,	2
`	,	BlackboardSurface	`	2
BlackboardSurface	`	`	BlackboardSurface	8
`	BlackboardSurface	projection	`	2
projection	`	be	projection	2
is	projection	the	be	4
the	be	seed	the	4
source	seed	|	source	2
|	source	`	|	2
`	|	concepts.md	`	8
`	concepts.md	§	`	8
§	`	2	§	2
row	spine	+	row	2
+	row	§	+	2
§	+	8.1	§	2
prose	8.1	now	prose	2
now	prose	describe	now	2
describe	now	BlackboardSurface	describe	2
source	seed	and	source	2
and	source	call	and	2
call	and	out	call	2
out	call	the	out	2
the	out	dto	the	2
DTO	the	removal	dto	2
removal	dto	.	removal	2
.	removal	-	.	2
**	|	APPLIED	**	8
APPLIED	**	2026-07-18	APPLIED	8
2026-07-18	APPLIED	,	2026-07-18	8
,	2026-07-18	verify	,	8
verified	,	2026-07-19	verify	8
2026-07-19	verify	.	2026-07-19	8
.	2026-07-19	-	.	14
**	-	doc	**	6
Doc	**	update	doc	6
updated	doc	.	update	6
.	update	-	.	8
|	|	n2	|	3
N2	|	|	n2	3
|	n2	MED	|	2
MED	|	:	MED	6
:	MED	`	:	6
`	:	elastic	`	2
removed	shadow	;	remove	2
;	remove	canonical	;	2
canonical	;	-	canonical	2
rule	type	enforce	rule	2
enforced	rule	by	enforce	2
by	enforce	deletion	by	2
deletion	by	|	deletion	2
|	deletion	decision	|	2
Decision	|	:	decision	4
:	decision	covered	:	2
covered	:	implicitly	covered	2
implicitly	covered	by	implicitly	2
by	implicitly	the	by	2
note	algebra	.	note	2
.	note	-	.	4
Not	-	call	not	2
separately	out	—	separately	2
—	separately	the	—	2
the	—	rule	the	2
rule	the	be	rule	2
is	rule	now	be	2
now	be	structural	now	2
structural	now	(	structural	2
(	structural	no	(	2
no	(	shadow	no	2
shadow	no	exist	shadow	2
exists	shadow	to	exist	2
to	exist	mislead	to	2
mislead	to	a	mislead	2
a	mislead	reader	a	2
reader	a	)	reader	2
)	reader	.	)	2
**	|	DECISION	**	2
DECISION	**	2026-07-19	DECISION	2
2026-07-19	DECISION	.	2026-07-19	2
**	-	no	**	20
No	**	separate	no	2
separate	no	doc	separate	2
doc	separate	line	doc	2
line	doc	;	line	2
;	line	the	;	2
the	;	absence	the	2
absence	the	be	absence	2
is	absence	the	be	2
the	be	enforcement	the	2
enforcement	the	.	enforcement	2
.	enforcement	-	.	2
|	|	n3	|	3
N3	|	|	n3	3
|	n3	MED	|	2
`	:	classfile	`	2
classfile	`	/	classfile	9
/	classfile	slab	/	14
slab	/	/	slab	14
/	slab	**	/	9
**	/	`	**	23
`	**	exclude	`	4
excluded	`	from	exclude	4
from	exclude	commonMain	from	6
commonMain	from	compile	commonMain	6
compile	commonMain	;	compile	2
;	compile	spine	;	2
spine	;	have	spine	2
had	spine	no	have	2
no	have	mention	no	2
mention	no	|	mention	2
|	mention	`	|	2
§	`	0	§	12
orientation	0	now	orientation	4
now	orientation	have	now	4
line	"	list	line	2
listing	line	the	list	2
the	list	slab	the	2
slab	the	tree	slab	2
tree	slab	+	tree	2
+	tree	`	+	2
`	+	CircularQueue	`	2
CircularQueue	`	`	CircularQueue	6
`	CircularQueue	loud	`	2
loud	`	-	loud	2
hollow	-	.	hollow	2
.	hollow	-	.	2
|	|	n4	|	3
N4	|	|	n4	3
|	n4	low	|	2
LOW	|	:	low	4
:	low	`	:	4
`	:	CircularQueue	`	2
`	CircularQueue	poll	`	2
poll	`	/	poll	2
/	poll	peek	/	2
peek	/	/	peek	7
/	peek	iterator	/	2
iterator	/	convert	iterator	2
converted	iterator	to	convert	2
to	convert	`	to	2
`	to	error	`	5
error	`	(	error	7
(	error	...	(	9
...	(	)	...	28
)	...	`	)	20
`	)	|	`	54
|	`	fold	|	2
Folded	|	into	fold	2
into	fold	the	into	2
the	into	n3	the	2
N3	the	note	n3	2
note	n3	.	note	2
**	-	same	**	2
Same	**	line	same	2
line	same	as	line	2
as	line	n3	as	2
N3	as	.	n3	2
.	n3	-	.	2
|	|	n5	|	3
N5	|	|	n5	3
|	n5	high	|	2
:	high	litebike	:	2
litebike	:	/	litebike	2
NUID	/	doc	nuid	2
doc	nuid	spot	doc	2
spot	doc	-	spot	2
check	-	|	check	2
|	check	`	|	2
§	`	8.1	§	2
8.1	§	a	8.1	5
a	8.1	/	a	4
/	a	§	/	4
§	/	8.1	§	4
8.1	§	b	8.1	4
b	8.1	verify	b	2
verified	b	against	verify	2
against	verify	`	against	2
`	against	taxonomy.kt	`	2
Taxonomy.kt	`	`	taxonomy.kt	2
`	taxonomy.kt	and	`	2
`	and	JvmKanbanServer.kt	`	2
JvmKanbanServer.kt	`	`	JvmKanbanServer.kt	2
`	JvmKanbanServer.kt	;	`	2
;	`	id	;	2
IDs	;	1	id	2
1	id	–	1	2
–	1	7	–	2
7	–	match	7	2
match	7	litebike	match	7
litebike	match	`	litebike	2
`	litebike	taxonomy.rs	`	2
taxonomy.rs	`	`	taxonomy.rs	2
`	taxonomy.rs	.	`	2
**	|	verify	**	2
VERIFIED	**	2026-07-18	verify	2
2026-07-18	verify	,	2026-07-18	2
,	2026-07-18	re-verify	,	2
re-verified	,	2026-07-19	re-verify	2
2026-07-19	re-verify	.	2026-07-19	2
No	**	action	no	2
|	|	n6	|	3
N6	|	|	n6	3
|	n6	MED	|	2
`	:	LcncIngestPipeline	`	2
LcncIngestPipeline	`	`	LcncIngestPipeline	4
`	LcncIngestPipeline	have	`	2
has	`	zero	have	2
zero	have	production	zero	3
production	zero	caller	production	4
callers	production	;	caller	2
;	caller	lcnc	;	2
LCNC	;	package	lcnc	2
spine	from	|	spine	2
|	spine	decision	|	2
:	decision	defer	:	2
deferred	:	.	defer	2
.	defer	-	.	2
The	-	package	the	2
Adding	-	a	add	2
a	add	spine	a	2
spine	a	row	spine	2
row	spine	would	row	2
would	row	promote	would	2
promote	would	a	promote	2
an	promote	aspirational	a	2
aspirational	a	surface	aspirational	2
surface	aspirational	.	surface	2
.	surface	-	.	17
**	|	deferred	**	2
DEFERRED	**	2026-07-19	deferred	2
2026-07-19	deferred	.	2026-07-19	2
**	-	re-evaluate	**	2
Re-evaluate	**	when	re-evaluate	2
when	re-evaluate	the	when	2
the	when	package	the	2
package	the	gain	package	2
gains	package	a	gain	2
an	gain	external	a	4
external	a	consumer	external	4
consumer	external	.	consumer	2
|	|	n7	|	3
N7	|	|	n7	3
|	n7	low	|	2
`	:	concepts.md	`	2
`	concepts.md	do	`	2
does	`	not	do	4
not	do	reference	not	2
reference	not	`	reference	2
`	reference	doc	`	2
/	doc	todo.md	/	23
todo.md	/	`	todo.md	18
`	todo.md	as	`	2
the	as	task	the	2
task	the	ledger	task	2
ledger	task	|	ledger	2
|	ledger	`	|	2
|	-	-	|	4
##	-	historical	##	2
Historical	##	finding	historical	2
findings	historical	(	finding	2
(	finding	apply	(	2
applied	(	or	apply	2
or	apply	close	or	2
closed	or	)	close	2
)	close	-	)	2
The	-	detailed	the	2
detailed	the	n1	detailed	2
N1	detailed	–	n1	2
the	from	2026-07-18	the	2
2026-07-18	the	refresh	2026-07-18	2
refresh	2026-07-18	be	refresh	2
are	refresh	preserve	be	2
preserved	be	in	preserve	2
in	preserve	git	in	2
git	in	history	git	2
history	git	at	history	2
at	history	commit	at	2
commit	at	`	commit	2
`	commit	603b0859	`	2
603b0859	`	`	603b0859	2
`	603b0859	.	`	2
They	-	have	they	2
have	they	all	have	2
all	have	be	all	2
been	all	apply	be	2
applied	be	to	apply	2
`	concepts.md	,	`	2
,	`	defer	,	2
deferred	,	by	defer	2
by	defer	decision	by	2
decision	by	(	decision	2
(	decision	n2	(	2
N2	(	,	n2	2
,	n2	n6	,	2
N6	,	)	n6	2
)	n6	,	)	2
,	)	or	,	2
or	,	verify	or	2
verified	or	(	verify	2
(	verify	n5	(	2
N5	(	)	n5	2
)	n5	—	)	2
—	)	see	—	3
see	—	the	see	2
the	see	re-score	the	2
re-scored	the	table	re-score	2
table	re-score	above	table	2
above	table	for	above	2
for	above	the	for	2
the	for	current	the	3
current	the	verdict	current	2
verdict	current	on	verdict	2
on	verdict	each	on	2
each	on	.	each	2
.	each	-	.	3
###	-	Coverage	###	2
Coverage	###	disposition	Coverage	2
disposition	Coverage	(	disposition	2
(	disposition	current	(	2
current	(	)	current	2
)	current	-	)	2
|	-	Concept	|	3
Concept	|	-	Concept	2
-	Concept	map	-	2
map	-	area	map	2
area	map	|	area	2
|	area	Disposition	|	2
Disposition	|	|	Disposition	3
|	Disposition	|	|	2
|	|	---	|	30
|	|	Oroboros	|	2
Oroboros	|	|	Oroboros	2
|	Oroboros	g1	|	2
G1	|	OPEN	g1	2
OPEN	g1	(	OPEN	2
(	OPEN	code	(	2
code	(	gap	code	2
gap	code	)	gap	2
)	gap	—	)	2
—	)	doc	—	3
doc	—	correctly	doc	2
correctly	doc	say	correctly	2
says	correctly	"	say	2
"	say	uncomposed	"	2
uncomposed	"	"	uncomposed	2
"	uncomposed	;	"	2
;	"	do	;	2
do	;	not	do	25
not	do	rewrite	not	2
rewrite	not	until	rewrite	2
until	rewrite	a	until	2
a	until	composition	a	2
composition	a	root	composition	2
root	composition	land	root	2
lands	root	|	land	2
|	land	|	|	4
|	|	couch	|	7
Couch	|	|	couch	2
|	couch	g2	|	2
G2	|	partially	g2	2
PARTIALLY	g2	close	partially	2
CLOSED	partially	—	close	8
—	close	prose	—	2
prose	—	say	prose	2
says	prose	"	say	2
"	implement	|	"	2
|	"	|	|	2
|	|	b	|	2
B	|	+	b	2
+	b	tree	+	4
tree	+	/	tree	2
/	tree	recovery	/	2
recovery	/	|	recovery	2
|	recovery	g3	|	2
G3	|	close	g3	2
CLOSED	g3	—	close	2
—	close	recovery	—	2
recovery	—	hydration	recovery	2
hydration	recovery	be	hydration	2
is	hydration	real	be	2
;	real	prose	;	2
prose	;	be	prose	2
accurate	be	|	accurate	2
|	accurate	|	|	2
|	|	Collections	|	2
Collections	|	|	Collections	2
|	Collections	g4	|	2
G4	|	partially	g4	4
PARTIALLY	g4	close	partially	4
—	close	stringpool	—	2
stringpool	—	recovery	stringpool	2
recovery	stringpool	-	recovery	2
open	-	real	open	2
real	open	;	real	2
append	;	/	append	2
/	append	mmap	/	2
mmap	/	aspirational	mmap	2
aspirational	mmap	|	aspirational	2
|	aspirational	|	|	4
|	|	observability	|	2
Observability	|	|	observability	2
|	observability	g4	|	2
—	close	ReactorLogger	—	2
ReactorLogger	—	flush	ReactorLogger	2
flushes	ReactorLogger	via	flush	2
via	flush	`	via	2
`	via	durableappendlog	`	2
|	`	|	|	176
|	|	View	|	2
View	|	server	View	2
server	View	|	server	2
|	server	g5	|	2
G5	|	close	g5	2
CLOSED	g5	—	close	2
—	close	fork	—	2
fork	—	delete	fork	2
deleted	fork	from	delete	2
from	delete	disk	from	2
disk	from	;	disk	2
;	disk	`	;	2
`	;	viewservernodeslice	`	2
`	false	be	`	3
is	`	a	be	19
a	be	dead	a	2
flag	dead	|	flag	2
|	flag	|	|	2
|	|	build	|	2
Build	|	|	build	2
|	build	g6	|	2
G6	|	partially	g6	2
PARTIALLY	g6	close	partially	2
—	close	all	—	2
all	—	four	all	2
serializer	;	boundary	serializer	2
boundary	serializer	aspirational	boundary	2
aspirational	boundary	|	aspirational	2
|	|	Forge	|	11
Forge	|	|	Forge	4
|	Forge	n1	|	2
N1	|	APPLIED	n1	2
APPLIED	n1	—	APPLIED	2
—	APPLIED	BlackboardSurface	—	2
BlackboardSurface	—	projection	BlackboardSurface	2
projection	BlackboardSurface	be	projection	2
source	seed	;	source	2
;	source	dto	;	2
DTO	;	family	dto	2
family	dto	remove	family	2
removed	family	from	remove	2
from	remove	prose	from	2
prose	from	|	prose	2
|	prose	|	|	2
|	|	litebike	|	2
Litebike	|	/	litebike	2
NUID	/	|	nuid	2
|	nuid	n5	|	2
N5	|	verify	n5	2
VERIFIED	n5	—	verify	2
—	verify	§	—	2
§	—	8.1	§	4
b	8.1	spot	b	2
spot	b	-	spot	2
checked	-	against	check	2
against	check	code	against	2
code	against	|	code	2
|	code	|	|	6
|	|	lcnc	|	4
LCNC	|	|	lcnc	4
|	lcnc	n6	|	2
N6	|	deferred	n6	2
DEFERRED	n6	—	deferred	2
—	deferred	self	—	2
self	—	-	self	2
enclosed	-	package	enclose	2
package	enclose	;	package	2
;	package	re-evaluate	;	2
re-evaluate	;	when	re-evaluate	2
when	re-evaluate	it	when	2
it	when	gain	it	2
gains	it	a	gain	2
consumer	external	|	consumer	2
|	consumer	|	|	2
|	|	process	|	8
Process	|	reactor	process	7
reactor	process	|	reactor	7
|	reactor	**	|	2
**	|	new	**	8
NEW	**	2026-07-19	new	8
2026-07-19	new	**	2026-07-19	8
**	2026-07-19	—	**	8
—	**	§	—	4
c	8.1	document	c	2
documents	c	`	document	2
(	`	merge	(	4
merged	(	from	merge	5
from	merge	`	from	5
`	from	origin	`	4
/	origin	jules	/	7
jules	/	-	jules	10
-	jules	1801	-	2
1801	-	...	1801	2
...	1801	`	...	2
`	...	)	`	5
)	`	|	)	24
|	)	|	|	82
|	|	static	|	2
Static	|	asset	static	2
assets	static	|	asset	2
|	asset	**	|	2
§	—	0	§	2
0	§	+	0	2
+	0	§	+	2
§	+	2	§	2
2	§	+	2	2
+	2	§	+	2
§	+	9	§	2
9	§	document	9	2
document	9	`	document	2
`	document	resource	`	2
consolidation	`	+	consolidation	2
+	consolidation	`	+	2
`	generateforgeasset	(	`	2
-	asset	...	-	2
...	-	`	...	2
|	|	treedoc	|	2
treedoc	|	|	treedoc	2
|	treedoc	**	|	2
—	**	memvid	—	2
memvid	—	rename	memvid	2
renamed	memvid	to	rename	2
to	rename	treedoc	to	2
treedoc	to	;	treedoc	2
;	treedoc	doc	;	2
doc	;	cursor	doc	2
cursor	doc	expand	cursor	2
expanded	cursor	to	expand	2
to	expand	5	to	2
5	to	field	5	2
fields	5	(	field	2
(	field	firstframeordinal	(	2
firstFrameOrdinal	(	/	firstframeordinal	2
/	firstframeordinal	framecount	/	2
frameCount	/	)	framecount	2
)	framecount	;	)	2
;	)	restore	;	2
restore	;	be	restore	2
is	restore	direct	be	2
direct	be	slice	direct	2
slice	direct	,	slice	2
,	slice	not	,	4
not	,	scan	not	2
scan	not	|	scan	2
|	scan	|	|	2
|	|	LinearHashMap	|	4
LinearHashMap	|	|	LinearHashMap	4
|	LinearHashMap	**	|	2
—	**	casstore	—	2
CasStore	—	backing	casstore	2
backing	casstore	move	backing	2
moved	backing	from	move	2
from	move	MutableMap	from	2
MutableMap	from	to	MutableMap	2
to	MutableMap	LinearHashMap	to	2
LinearHashMap	to	(	LinearHashMap	2
(	LinearHashMap	KMP	(	4
KMP	(	-	KMP	7
-	KMP	native	-	7
native	-	)	native	12
)	native	;	)	2
;	)	put	;	2
put	;	→	put	2
→	put	set	→	2
set	→	,	set	2
,	set	operator	,	2
operator	,	get	operator	2
get	operator	/	get	2
/	get	set	/	2
set	/	for	set	2
for	set	MutableMap	for	2
MutableMap	for	drop	MutableMap	2
drop	MutableMap	-	drop	2
-	drop	in	-	2
in	-	|	in	2
|	in	-	|	2
##	-	taste	##	2
Taste	##	-	taste	2
-	taste	essay	-	3
essay	-	gap	essay	2
gap	essay	review	gap	2
review	gap	(	review	2
(	review	2026-07-19	(	2
2026-07-19	(	)	2026-07-19	4
)	2026-07-19	-	)	4
The	-	"	the	14
"	the	taste	"	2
Taste	"	in	taste	2
in	taste	high	in	2
High	in	-	high	2
-	high	performance	-	10
Performance	-	datum	performance	4
Data	performance	engine	datum	4
Engines	datum	for	engine	4
for	engine	hierarchical	for	4
Hierarchical	for	ui	hierarchical	4
UIs	hierarchical	"	ui	2
"	ui	essay	"	2
essay	"	(	essay	2
(	essay	map	(	2
mapped	(	in	map	2
in	map	`	in	2
`	in	doc	`	11
/	doc	taste.md	/	17
taste.md	/	`	taste.md	15
`	taste.md	)	`	5
)	`	review	)	2
reviewed	)	against	review	2
against	review	the	against	2
the	against	live	the	2
live	the	tree	live	3
tree	live	.	tree	4
The	-	essay	the	4
essay	the	and	essay	4
and	essay	TrikeShed	and	4
TrikeShed	and	agree	TrikeShed	4
agree	TrikeShed	on	agree	4
on	agree	shape	on	2
shape	on	;	shape	2
;	shape	the	;	3
the	;	gap	the	2
gaps	the	be	gap	4
are	gap	all	be	4
all	be	in	all	4
in	all	depth	in	2
depth	in	—	depth	2
—	depth	shape	—	2
shapes	—	that	shape	2
that	shape	exist	that	2
exist	that	but	exist	2
but	exist	stop	but	4
stop	but	one	stop	4
one	stop	composition	one	4
composition	one	short	composition	4
short	composition	.	short	2
.	short	-	.	3
Ten	-	finding	ten	2
findings	ten	,	finding	2
,	finding	rank	,	2
ranked	,	by	rank	3
by	rank	impact	by	2
impact	by	:	impact	2
:	impact	-	:	2
|	-	#	|	6
#	|	|	#	6
|	#	find	|	2
Finding	|	|	find	3
|	find	severity	|	2
Severity	|	|	severity	2
|	severity	evidence	|	2
Evidence	|	|	evidence	4
|	evidence	|	|	6
|	---	---------	|	2
---------	|	|	---------	32
|	---------	----------	|	4
----------	|	|	----------	8
|	----------	----------	|	2
|	----------	|	|	4
|	|	|	|	43
|	|	t1	|	2
T1	|	|	t1	2
|	t1	no	|	2
No	|	structural	no	4
structural	no	sharing	structural	4
sharing	structural	within	sharing	6
within	sharing	Confix	within	4
Confix	within	doc	Confix	4
docs	Confix	—	doc	2
—	doc	single	—	2
single	—	-	single	2
-	single	cell	-	4
cell	-	edit	cell	4
edits	cell	re-encode	edit	2
re-encode	edit	the	re-encode	2
the	re-encode	whole	the	4
whole	the	document	whole	2
document	whole	|	document	2
|	document	high	|	2
HIGH	|	|	high	6
|	high	`	|	6
`	|	ConfixDoc	`	2
ConfixDoc	`	`	ConfixDoc	6
`	ConfixDoc	re-encode	`	2
re-encode	`	on	re-encode	2
on	re-encode	edit	on	2
edit	on	;	edit	2
;	edit	CAS	;	2
CAS	;	dedup	CAS	2
dedups	CAS	blob	dedup	2
blobs	dedup	not	blob	2
not	blob	subtree	not	2
subtrees	not	.	subtree	2
.	subtree	-	.	2
`	-	confixindexk.structuralnodes	`	2
ConfixIndexK.StructuralNodes	`	:	confixindexk.structuralnodes	2
:	confixindexk.structuralnodes	series	:	2
Series	:	<	series	2
<	series	string	<	2
String	<	?	string	2
?	string	>	?	2
>	?	-	>	8
